date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:25:55	11904/11904	---M-Z	200	added ('OK')	text/html	etag:%222573d440cb7310bd2c5f97908c96ce15%22	https://sedip.de/unsere-werkzeuge/besondere-qualitaeten-des-bep-ki/	D:/ms/sedip/sedip.de/unsere-werkzeuge/besondere-qualitaeten-des-bep-ki/index.html	(from https://sedip.de/)
22:25:55	14830/14830	---M-Z	200	added ('OK')	text/html	etag:%22957ebbecf78bc3f2d4b02cef300fa8a3%22	https://sedip.de/unsere-werkzeuge/erhebungsweise-auswertung-und-interpretation/	D:/ms/sedip/sedip.de/unsere-werkzeuge/erhebungsweise-auswertung-und-interpretation/index.html	(from https://sedip.de/)
22:25:55	11754/11754	---M-Z	200	added ('OK')	text/html	etag:%22492a708b02f53e60d9df2c848b72c4e6%22	https://sedip.de/unsere-werkzeuge/aufbau/	D:/ms/sedip/sedip.de/unsere-werkzeuge/aufbau/index.html	(from https://sedip.de/)
22:25:55	8581/8581	---M--	200	added ('OK')	image/gif	etag:%222185-55d7447475540%22	https://sedip.de/assets/default/css/images/bx_loader.gif	D:/ms/sedip/sedip.de/assets/default/css/images/bx_loader.gif	(from https://sedip.de/assets/default/css/jquery.bxslider.min.css)
22:25:55	2806/2806	---M--	200	added ('OK')	image/png	etag:%22af6-55d7447475540%22	https://sedip.de/assets/default/css/images/controls.png	D:/ms/sedip/sedip.de/assets/default/css/images/controls.png	(from https://sedip.de/assets/default/css/jquery.bxslider.min.css)
22:26:10	11935/11935	---M-Z	200	added ('OK')	text/html	etag:%2238d1741a24465f6be8bb693738107a7a%22	https://sedip.de/unsere-werkzeuge/weiterbildung/	D:/ms/sedip/sedip.de/unsere-werkzeuge/weiterbildung/index.html	(from https://sedip.de/)
22:26:10	12740/12740	---M-Z	200	added ('OK')	text/html	etag:%22391af5a3d97803d0164e2911e89277d4%22	https://sedip.de/unsere-organisation/zweck-der-stiftung/	D:/ms/sedip/sedip.de/unsere-organisation/zweck-der-stiftung/index.html	(from https://sedip.de/)
22:26:11	10883/10883	---M-Z	200	added ('OK')	text/html	etag:%22edc5ed378d5dd4e958ca4072b2d973b8%22	https://sedip.de/unsere-organisation/gemeinnuetzigkeit-der-stiftung/	D:/ms/sedip/sedip.de/unsere-organisation/gemeinnuetzigkeit-der-stiftung/index.html	(from https://sedip.de/)
22:26:11	22732/22732	---M-Z	200	added ('OK')	text/html	etag:%22a0a078a49fda36a337ebe1e5a195a400%22	https://sedip.de/unsere-organisation/entwicklung-der-stiftung/	D:/ms/sedip/sedip.de/unsere-organisation/entwicklung-der-stiftung/index.html	(from https://sedip.de/)
22:26:26	14046/14046	---M-Z	200	added ('OK')	text/html	etag:%22959f01e03babfabb74330787b73b2481%22	https://sedip.de/unsere-organisation/die-in-der-stiftung-verantwortlich-handelnden-personen/	D:/ms/sedip/sedip.de/unsere-organisation/die-in-der-stiftung-verantwortlich-handelnden-personen/index.html	(from https://sedip.de/)
22:26:27	11949/11949	---M-Z	200	added ('OK')	text/html	etag:%22e0d641293767088734164949d0cf883e%22	https://sedip.de/angebote/vortraege/	D:/ms/sedip/sedip.de/angebote/vortraege/index.html	(from https://sedip.de/)
22:26:27	18503/18503	---M-Z	200	added ('OK')	text/html	etag:%228f74a7abd768d975037c2bd2b027b5e7%22	https://sedip.de/angebote/fortbildungen-efb/	D:/ms/sedip/sedip.de/angebote/fortbildungen-efb/index.html	(from https://sedip.de/)
22:26:27	15343/15343	---M-Z	200	added ('OK')	text/html	etag:%229088bc9c29aab95a28b4543698ae9cf9%22	https://sedip.de/angebote/fortbildungen-bep-ki/	D:/ms/sedip/sedip.de/angebote/fortbildungen-bep-ki/index.html	(from https://sedip.de/)
22:26:27	12336/12336	---M-Z	200	added ('OK')	text/html	etag:%22749c5e2162e917438be34b5b95fce391%22	https://sedip.de/angebote/workshops/	D:/ms/sedip/sedip.de/angebote/workshops/index.html	(from https://sedip.de/)
22:26:27	5481/5481	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Oct%202021%2020:26:27%20GMT	https://sedip.de/index.php?rex_media_type=redactorImage&rex_media_file=sedip_grafik1.png	D:/ms/sedip/sedip.de/sedip_grafik192f8.png_;	(from https://sedip.de/termine/)
22:26:28	12597/12597	---M-Z	200	added ('OK')	text/html	etag:%22e8be82d0fa73e078787f07b493f56b72%22	https://sedip.de/angebote/referent-innen/	D:/ms/sedip/sedip.de/angebote/referent-innen/index.html	(from https://sedip.de/)
22:26:28	14371/14371	---M-Z	200	added ('OK')	text/html	etag:%22091d772e209721adaca1df941449a9e2%22	https://sedip.de/shop/literatur/	D:/ms/sedip/sedip.de/shop/literatur/index.html	(from https://sedip.de/)
22:26:28	92836/92836	---M--	200	added ('OK')	application/pdf	etag:%2216aa4-5c7a4182389b2%22	https://sedip.de/media/08_der_beginn_des_denkens.pdf	D:/ms/sedip/sedip.de/media/08_der_beginn_des_denkens.pdf	(from https://sedip.de/termine/)
22:26:32	11422/11422	---M-Z	200	added ('OK')	text/html	etag:%22da7303bd939e9161a4e0561c70f2d053%22	https://sedip.de/shop/arbeitshilfen/	D:/ms/sedip/sedip.de/shop/arbeitshilfen/index.html	(from https://sedip.de/)
22:26:43	10191/10191	---M-Z	200	added ('OK')	text/html	etag:%22ccf46dcbad5364f5cb6f790e73f90af2%22	https://sedip.de/bildergalerie/	D:/ms/sedip/sedip.de/bildergalerie/index.html	(from https://sedip.de/)
